sr. no.,username,user id,access hash,name,group,group id,status
705,RawUnlimited,1140323981,-6479707586074740660,ShawDxUNIDARK,Klever,1488840650,2
706,Ralf102,1146840594,-911199491922050134,Ralf Jed,Klever,1488840650,2
707,rykellim,24160705,8526139552531607,Rykel®,Klever,1488840650,2
708,Raidimarlandaeta,514995002,-4198720291207727895,Raidimar Landaeta 🇻🇪,Klever,1488840650,2
709,NiRo_jr,839693945,4688408640479662597,Ni Ro,Klever,1488840650,2
710,randymendiol27,1100520052,2888279097250893239,Rendy Mandela,Klever,1488840650,1
711,ryspek0va,511940735,6571876672341536899,Ainura Ryspekova,Klever,1488840650,2
712,ARASI5555,688693088,-774533282187448249,Angamuthu R,Klever,1488840650,2
713,Rechil10,955868271,5467333739715771479,💗💫Rechil💗💫,Klever,1488840650,2
714,raymoney15,810954624,-6876309705167850784,Abdulrahmon Raymoney,Klever,1488840650,2
715,Mizan6003,1074579619,-1610751626455403738,Md. Mizanur Rhaman Mirza,Klever,1488840650,2
716,Dondonsalem24,800556600,-4066675457284385257,Rodolfo,Klever,1488840650,2
717,ryanmirza5,879027696,-4389266355818307507,Mirza Hannan,Klever,1488840650,1
718,miguel_r81,731271022,2785501599459055792,miguel81,Klever,1488840650,2
719,jdismine,435731061,2829684508603642402,RJD,Klever,1488840650,2
720,Laiqur67,875357682,8197629826165223044,L R,Klever,1488840650,2
721,,979487279,-1921413453126141543,Rem Blo,Klever,1488840650,1
722,,994647140,-3897824172102307131,Rakib Hassan,Klever,1488840650,2
723,,1074546827,-8599354181485575836,Rayhan ahmed,Klever,1488840650,2
724,rachelle304,1146552833,8559057961138496731,rachelle🦋🐣💙❤️🌹,Klever,1488840650,2
725,Fire143,386411541,-1550085818542718830,Monzur Rahman,Klever,1488840650,2
726,Remulewak,430045722,-81542576616554756,Juwan Kelik,Klever,1488840650,2
727,Rifqi77,473204877,1689718626145507807,Jin Kang Keung,Klever,1488840650,2
728,RexIkbal,950492987,1658725794154521851,REX IKBAL,Klever,1488840650,2
729,,1191893989,6056902207936548107,David Ragon,Klever,1488840650,2
730,rediyh,1065516266,-1956424107931973364,Redi Mulyadi,Klever,1488840650,2
731,ParmarRock2020,1005290064,-5927216252700693967,JkEnterprises Rockparmar,Klever,1488840650,2
732,,915793070,-2099996983163376498,Roji Shaji,Klever,1488840650,2
733,Ebaiccc,865572296,-4519379430649236398,$ato$hi Rich$,Klever,1488840650,2
734,FLYINGLOVELYEAGLE,896939502,8284558275815109806,Roel Rasonable,Klever,1488840650,2
735,jov1904,789344808,-3598586520415213558,jov1904 RHOANS,Klever,1488840650,2
736,,829427371,-5788077715124619747,Richard,Klever,1488840650,2
737,,834793641,1111099161190353200,Raphael Joel,Klever,1488840650,2
738,,842397801,7909878493834469776,Irma Ramirez,Klever,1488840650,2
739,lisandra96,693441453,8529507020085596200,Lisandra Chaviano Ruiz,Klever,1488840650,2
740,rafcio998,461932674,-1283247700582615526,Rafał Celeszczuk,Klever,1488840650,2
741,REIDIOMAN,94487223,5164427930787446033,Fabian,Klever,1488840650,2
742,Rishabrv,711318688,7693761875740168539,RV,Klever,1488840650,2
743,,794505800,8311788688265197741,PROF. RAFAEL POLANKO,Klever,1488840650,2
744,Partha4098,927890073,-4993670097383345129,PARTHA SARATHI ROY,Klever,1488840650,2
745,RkORS2,949023969,-4913241363724991847,SMK,Klever,1488840650,2
746,Rashik22,966497605,8890141624197257711,Rashik Pramanik,Klever,1488840650,2
747,Radhenagus05,1181698526,1755986013380744333,Agus Salim,Klever,1488840650,2
748,MajidFX_QNG,40965016,-5456796987618350381,Mohd Firdaus Othman,Klever,1488840650,2
749,hzqhzq,1032636620,-7484209017094863574,Hisham Qudah,Klever,1488840650,2
750,,1013915203,-7701755969008088687,Qadeer,Klever,1488840650,2
751,quanglinh69,908343721,6308141797544465780,Linh Quang,Klever,1488840650,2
752,minhavenue,457500532,-4149236715857198881,Qu Min,Klever,1488840650,2
753,Quanghuy76,718642607,-8108255605522473682,haquanghuy Quanghuy,Klever,1488840650,2
754,Dwie_Pras,237376648,-1049976335910542910,Queensa,Klever,1488840650,2
755,Quinttin,202626034,4801136293064902105,Dhr Quinttin dewindt,Klever,1488840650,2
756,anhminh1368,412816046,-7168210785582346117,Minh Quang,Klever,1488840650,2
757,NguyenQuynhLy,1173092483,-4123914402865318947,Quỳnh Ly Nguyễn,Klever,1488840650,2
758,alyanie77,1280653427,7468350679522127610,Nina Queen,Klever,1488840650,2
759,Futureyesu,369361994,-6016145209854787274,Minh Quyết ( Dung Lê),Klever,1488840650,2
760,,1144367247,-9219851331527853794,maryam Qistina,Klever,1488840650,2
761,DangQuocHuy,839927718,-667370993052970289,Quoc Huy Dang,Klever,1488840650,2
762,Donzai_Qureshi,1111280323,8618754792133995456,Donzai Qureshi,Klever,1488840650,2
763,,948933645,-8096052956168769989,Marcos Quispe,Klever,1488840650,2
764,qelbillionaire,1007975531,3360285209392457394,EEZALELA MANSOR LIEBER,Klever,1488840650,2
765,Qhoqo,712965769,2240071483295262717,Q,Klever,1488840650,2
766,Tefy2020,1222853174,-5438329682524100848,Edwin Alain🇵🇪 Quiroz Mendoza🇵🇪,Klever,1488840650,2
767,,1124930337,-3365244662731959322,Pejuang crypto,Klever,1488840650,2
768,,1016203030,-5177346871698188903,PRANAY BABY,Klever,1488840650,2
769,,415454613,-2623497381915382946,Prisca Kennwachukwu,Klever,1488840650,2
770,Draconian216,1369152423,-5563459318294448292,Peremobowei Botu,Klever,1488840650,2
771,,1204093128,3794472962392896424,harold Pink,Klever,1488840650,2
772,Big_jhayds,1342896161,4074595109665738099,Big_jhayds Pro,Klever,1488840650,2
773,,1276761548,4871515024603539361,Paul King,Klever,1488840650,2
774,Donotmindme,1238224703,-778762858730296841,Philemon Evbouan,Klever,1488840650,2
775,Feriprastiyo90,1280056021,2466119317461621521,Ferry Paedani,Klever,1488840650,2
776,Paapa19,1240205741,5925981799957273121,Papa,Klever,1488840650,2
777,,1140358392,-2279502987675666356,Philip,Klever,1488840650,2
778,,1146199149,-666628169626938710,Amos Prempeh,Klever,1488840650,2
779,Opiera,1099903024,-3334053110932937401,Putu Moore,Klever,1488840650,2
780,,1265858818,9090335686206079927,Peculiar,Klever,1488840650,2
781,PaddySlovak,1223080815,6607824829447775455,digital drill,Klever,1488840650,2
782,Paul2348,1107784214,-2511821618020403454,Mantis Kay,Klever,1488840650,2
783,Phelps3334,1235618574,-802368527044666481,Mario Phelps,Klever,1488840650,2
784,cecip86,1235712015,1715459058827512001,Ceci P,Klever,1488840650,2
785,,1248627250,-5074053929585810059,pater,Klever,1488840650,2
786,,914671953,-6166969445189612793,Pavan,Klever,1488840650,2
787,Lalitmaurya,1030170867,2500334117758628051,Pooja Maurya,Klever,1488840650,2
788,Phudge,1084280554,758560610126727478,Paul H - 302384,Klever,1488840650,2
789,DNPP01,1423286422,-4923726159809242371,Dian Permana Putra,Klever,1488840650,2
790,,1474994263,-1387757481283722833,Master piece,Klever,1488840650,2
791,,1349650138,-5930748639661750635,Ashok Bhai Patel,Klever,1488840650,2
792,,1380990596,7552543282741094875,Olalekan Popoola,Klever,1488840650,2
793,phamquochuu1986,986089228,8405791565693601287,phamquochuu1986 phamquochuu1986,Klever,1488840650,2
794,,1251103465,2712838113225831421,Peace Gordon,Klever,1488840650,2
795,,1314277056,-6714786447923530706,Nickole Pray,Klever,1488840650,2
796,Prabhuram25,1222843402,-5514655732339797749,Prabhuram Patel,Klever,1488840650,2
797,pirtik,710347510,-906747582304201319,pirtik,Klever,1488840650,2
798,,972466747,-9148340592550916071,Mahara Pere,Klever,1488840650,2
799,,1203973873,4772031963992442462,Alexander Perera,Klever,1488840650,2
800,Ate_pros,645102607,1577586179151633715,Ate Money,Klever,1488840650,2
801,,867309822,-7258822092064789437,Lola Paul,Klever,1488840650,2
802,,1016680368,-9130277409461371043,Purr Lord,Klever,1488840650,2
803,,1022538499,4283097585852316080,Peter Pan,Klever,1488840650,2
804,,1235720460,260553773909856069,Phrana Juana,Klever,1488840650,2
805,PolarisBear,626176645,-5316958618179059498,j jay,Klever,1488840650,2
806,,714653849,9004901704928172332,Paul Michael,Klever,1488840650,2
807,,1159049372,1960975649251486581,Nam Phung,Klever,1488840650,2
808,Prozeal,1161068334,-2146781624668971763,ODEY Progress,Klever,1488840650,2
809,pallab37,1062737515,-4516472908604592783,Pallab Biswas,Klever,1488840650,2
810,,765985849,2759169603920150768,Kelvin Paul,Klever,1488840650,2
811,Eric_341c,779471675,964388507320791953,Eric P,Klever,1488840650,2
812,,845905095,8274043167881682526,Phuc Nguyen,Klever,1488840650,2
813,amophis,931365269,-7197156858679756779,Emersson Bernal Preciado,Klever,1488840650,2
814,,1084155790,8215411806115687604,Patrice Gardiner,Klever,1488840650,2
815,,1115116631,-8092699248159647902,Paparazzi4 Christ,Klever,1488840650,2
816,LegalMario,1121616242,-4809427697225555359,Mario Pineda,Klever,1488840650,2
817,precious199,1126762370,-2621233150225448033,Precious Okiki,Klever,1488840650,2
818,ihiperah,1131687476,4638975595828888888,Ihipera Hatata-Peri,Klever,1488840650,2
819,allexrose,1069452968,-6561353192944434839,pyae sone,Klever,1488840650,2
820,,1078975489,6400592919229128443,PRODIGY,Klever,1488840650,2
821,peoplecash,653452503,6310304868928845000,Sr. Castaños,Klever,1488840650,2
822,prosperisidore,1064326919,5877837227539749484,Pros per,Klever,1488840650,2
823,,1070558681,-5710508959161086102,Puipuii Hrahsel,Klever,1488840650,2
824,,727046149,956849056330289434,Philipp,Klever,1488840650,2
825,,929988366,559489153189615761,Dushyant Parmar,Klever,1488840650,2
826,Bonheurillimite,594247869,8186664920685166201,Pascaldevie Kouame,Klever,1488840650,2
827,Defipromotion,873245524,638266470157080109,Defi promoter (no fee),Klever,1488840650,2
828,AntonTucana10,214337078,-6431930115584076840,Petrus Antus Picassus 5G !😎,Klever,1488840650,2
829,sitiaminah9,1030494331,-7268626317754817750,⸙ꠋꠋꠋꠋꠋꠋꠋpimabani5 | CryptoNews ID 🇮🇩,Klever,1488840650,2
830,,1050906088,491624307967877911,Peter Oyewole,Klever,1488840650,2
831,Dlashred,1055321169,4474093162527705825,Publi @Bitcollarmax,Klever,1488840650,2
832,pocketzhiphop,876009240,9088756692638537866,☣Pocketz☣,Klever,1488840650,2
833,Prospecs739,919317374,-16808881378557367,Favour,Klever,1488840650,2
834,Alberta109,895095230,-3434905727663043171,PRODON (Anambra),Klever,1488840650,2
835,Crypt46,953839480,-2948980242632853419,Pairentz,Klever,1488840650,2
836,,889727602,-1975580661035130914,Ngo Phuong,Klever,1488840650,2
837,JosePupo,809771626,6106120000557541457,Jose Pupo,Klever,1488840650,2
838,MyProfitnet,729686555,3423061632037669864,My Profit,Klever,1488840650,2
839,SPLIGHT333,649919376,-5136637582739976197,Patricia,Klever,1488840650,2
840,prom0001,653192916,1080218595208940084,Prom,Klever,1488840650,2
841,,1038012672,-3183085484169009315,AJAY PATIL,Klever,1488840650,2
842,Herutiyo,1247987050,-3574804458819958431,Heru Prasetiyo,Klever,1488840650,2
843,pacesetter1000,894618233,-383318264385662036,Prince,Klever,1488840650,2
844,Gougnaff,473872838,-7149358937353644549,Pierre Souny,Klever,1488840650,2
845,ppk19,482273436,-567738918522962183,PK,Klever,1488840650,2
846,Propachild,537734244,4839406814964154274,Stephen Onu,Klever,1488840650,2
847,sushantp,244235888,-8877686630976372853,sushant pathak,Klever,1488840650,2
848,Pezy00,252861894,-221914933516307994,Opeyemi,Klever,1488840650,2
849,Metcom,292819035,7031256384710489689,"Peter ""MetCom"" Metell",Klever,1488840650,2
850,prem006,543923885,4719234378291223492,Sheena Sivaprasad,Klever,1488840650,2
851,Pavel_Tsybko,293483048,-2704259938161005864,Pavel Tsybko ★,Klever,1488840650,2
852,Pekkokormepet,1203537741,6059438533910078453,Eclipe Loser,Klever,1488840650,2
853,elKaiser,5186684,7651379625417460984,Gustavo Kaiser,Klever,1488840650,2
854,pipiyi,1119381065,1706993222238376082,王大锤,Klever,1488840650,2
855,Hjpehin,1295111401,-8618716877033570620,Edy Susilo Pehin,Klever,1488840650,2
856,Enapotpot,1321597502,7219414961453398593,Ena Pot,Klever,1488840650,2
857,,1356810699,1635636865057334056,Pro King,Klever,1488840650,2
858,Prado_Crypto_King,1207002424,949109382947533264,Promise Prado,Klever,1488840650,2
859,Abangdwie,1232062133,1885222425109778631,Dwie Prasetyo,Klever,1488840650,1
860,,1376207980,-4469641168169090555,Crisfee Pata,Klever,1488840650,2
861,BanjoPalm,752389991,-2205841379741760359,Ivan P,Klever,1488840650,2
862,,983680536,2925968536015215676,James Powell,Klever,1488840650,2
863,,1081590746,-4737911360312988678,Prince Benjamin Nwagboso,Klever,1488840650,2
864,pharell72,450243155,3621228125114804293,Andre Djoke (MAR),Klever,1488840650,2
865,Princekiss4u,463040648,-9157727158447193910,LUVDOCTOR !!,Klever,1488840650,2
866,Satya_0707,504818024,823068679392551868,Prem G,Klever,1488840650,2
867,,923107407,-1358698340902998682,orxan celilov,Klever,1488840650,2
868,,1328809535,6640108931032465961,Ibrahim Olaide,Klever,1488840650,2
869,chrisokpara,1335777231,3887203483506734612,chris okpara,Klever,1488840650,2
870,,1212004680,-6381412092359162182,Kingsley Onoh,Klever,1488840650,2
871,,1286335393,-785666826477622132,Adebayo Ozomofa,Klever,1488840650,2
872,Kgtwm,670923213,-2123248948966001210,Kensuke Ono,Klever,1488840650,2
873,Cutemic,1275875482,4003958316822022850,Officially Cute,Klever,1488840650,2
874,,1280673924,-5661589178960472542,DOLLA OFFICIA👆,Klever,1488840650,2
875,OmarhoAbby,1219569711,973117415008172278,Marho Elijah,Klever,1488840650,2
876,overworkedlostsouls,645325207,4814410978525038547,$overworkedlostsouls,Klever,1488840650,2
877,,1098194811,2253092321901763327,Mark O,Klever,1488840650,2
878,Mattmax62,879297672,7637644856225062277,Matthew Ogundeji,Klever,1488840650,1
879,,1465076692,8673422454885099205,Oluwaseun Funmi,Klever,1488840650,2
880,Emmey1,1347380867,-193773782508572789,Emmanuel Obeten,Klever,1488840650,2
881,Marianne029,1363302978,2081080372370856541,Marriane Okloe,Klever,1488840650,2
882,jackons_onasis,1307406427,-8965289502961597670,Jackson Onasis,Klever,1488840650,2
883,,1327176817,3743716689400445184,Omer Jackson,Klever,1488840650,2
884,masterofemoney,1203818746,3851955943538764917,O A,Klever,1488840650,2
885,Oheneba25,938072531,1599221054819416797,Oheneba,Klever,1488840650,2
886,,1145285150,-7637866170931840721,O' ; G' ; L; O ; N; 29,Klever,1488840650,2
887,,798539910,-2045366633543997710,Oydin Suleymonova,Klever,1488840650,2
888,Okan321,942052414,4356960808229869118,akın soyan,Klever,1488840650,1
889,,1075940169,-4340346797469874379,Lawal Olayemi,Klever,1488840650,2
890,,1119743233,-3819718822424044473,oghenede lsrael,Klever,1488840650,2
891,,1064395670,-6023292607893161126,Abdullateef Odelade,Klever,1488840650,2
892,,1140818447,-8943943785317812520,Olabanjo Desnond,Klever,1488840650,2
893,Mrajayi1,1142190676,-6916529816621159560,Ajayi Olusegun Moses,Klever,1488840650,2
894,Horlars247,1137485082,-9013390239035549220,Olatunde Oluwaseun,Klever,1488840650,2
895,off_imane,1096163695,-7952085651015420204,Emmy Ogbonna,Klever,1488840650,2
896,hasbab,1128668692,8254609422023316852,hasbab (Oyo State),Klever,1488840650,2
897,,849390616,3496461350388318252,Michael Okpara,Klever,1488840650,2
898,Olababafx,1065246867,-4315709618509168551,Olababa,Klever,1488840650,2
899,,1070385901,-3895043053974348636,Oyatoyinbo Akeem,Klever,1488840650,2
900,omaralsore,1016881601,-2455275920672846948,3mr,Klever,1488840650,2
901,Maverick9876,597023365,-7656682446329630018,Danie Oosthuizen,Klever,1488840650,2
902,Solomade141,970652524,-2542365383100474198,Onaneye Oluwamuyiwa Solomon,Klever,1488840650,2
903,Faizosdy,539052797,-7172841275455337988,Faiz Osdy,Klever,1488840650,2
904,,557334970,-5866581689516325565,::::::::Musulmon:::::::: **ollohga shukur**,Klever,1488840650,2
905,Mdfaruk661,701013187,-5334403724929877480,Md Faruk Originatecoin Ambassador,Klever,1488840650,2
906,,1192288087,-5178045699440565183,Owen Jingles,Klever,1488840650,2
907,Olusam92,905480225,-646813702893854467,Samuel Babalola,Klever,1488840650,2
908,Ndihionah,984167608,-7323566691341365880,Ndihi Onah,Klever,1488840650,2
909,Ojonghorty,795871249,-3906832190060521077,Ojong Horty,Klever,1488840650,1
910,altiustu1insan,1087334698,2315374963666246145,cumali ozturkeriozu,Klever,1488840650,2
911,,1038655070,-6436613030108164984,Olamide Rapheal,Klever,1488840650,1
912,,654344407,-3468041710254645599,Omkar Sahu,Klever,1488840650,2
913,ericbeny,1179301178,5465915765592453929,Ericbeny | King Of Defi,Klever,1488840650,2
914,omo1one,1196825240,4408219390971480906,Badru Afeez,Klever,1488840650,1
915,Oswaldleee,370556940,-6908466543204204042,韭 中本,Klever,1488840650,2
916,olaedum,1264408009,-7394269595221778098,Ola,Klever,1488840650,2
917,,1358007512,720628320789879026,Ogunsanya Shola,Klever,1488840650,2
918,Officialbabageneral,1489587564,-71606132599042379,Baba General,Klever,1488840650,2
919,,676661691,2591250961603701361,odie matthew,Klever,1488840650,2
920,Oledibe,1176269271,-6222587103320285184,Onyii Cynthia,Klever,1488840650,2
921,sylvia_diamond,1248635248,671901584294493688,Sylvia Okeibunor,Klever,1488840650,2
922,,1249845519,471740236250864046,Olabanji Samson,Klever,1488840650,2
923,,1305745377,-4980093771030977561,Akintola Oyedeji,Klever,1488840650,2
924,MrOllyWorld,412409545,-2482747583528465044,Mr OLLY,Klever,1488840650,2
925,aoh007,246149233,5437573025287059726,Aitsaid Ouali Hamza,Klever,1488840650,2
926,INVERGOF,167382437,-3994035978711939048,Genaro Ocampo🇨🇴,Klever,1488840650,2
927,OlegNoynits,241846304,3966078234304521804,Олег Нойніц,Klever,1488840650,2
928,Auditor17,418711628,4423272081520753549,Olusola B,Klever,1488840650,2
929,Siju4,1036218144,2379275043571615897,Ogunremi Sinmi,Klever,1488840650,2
930,lollypops2,1125636609,7625802967265840811,Alameen Oyenuga,Klever,1488840650,2
931,,1128564861,2024457108819431209,Oreoluwa,Klever,1488840650,2
932,ROCKSTAR0406,1384175870,3352325390902199603,OYENIYI,Klever,1488840650,2
933,sanfitriadi,252885068,-1123271609564235745,GAM ole,Klever,1488840650,2
934,Izupower,1313644885,98621964144503755,Okah Izuchukwu,Klever,1488840650,2
935,Imtheone341,761650550,1271161676414197030,My life is full of problems,Klever,1488840650,2
936,Oktiawanlatif,837633928,1874200093175719086,Latif,Klever,1488840650,2
937,ohwesiri,1282056656,4369507277308982024,Ohwesiri Miracle,Klever,1488840650,2
938,,820234054,4347566475938318809,Samuel Oniade,Klever,1488840650,2
939,,1017190894,6088834257020661319,Cynthia Obaikhedo,Klever,1488840650,2
940,Effiomorok,1051887525,2602974168157105979,Effiom orok,Klever,1488840650,2
941,CriptoInversionFree,726462733,-2927012168589216651,@Oscar Mejia,Klever,1488840650,2
942,,1096035329,-3842944857551559062,Nest _,Klever,1488840650,2
943,Dr_NAS,170449268,6493903528138980417,Nas Ayo,Klever,1488840650,2
944,ntobzn,910073446,-7405676364753732943,Ntobeko Ntobzn,Klever,1488840650,2
945,,1368222424,-2579713739813455026,Aida Nurbekova,Klever,1488840650,2
946,Nausiyan,1312927394,8806102004326976897,Nausiyan,Klever,1488840650,2
947,KvngAsare,1342733860,385498016275086367,Nana Asare 🍁,Klever,1488840650,2
948,network107,1302172857,-9013525984388516585,Hello,Klever,1488840650,2
949,,1256261157,1627631270105552294,Nilasamir Nayak,Klever,1488840650,2
950,nylide0513,865646305,-8062098225852632955,Nylide0513,Klever,1488840650,2
951,,1163856150,6233478853894568051,Ghulam Nabi,Klever,1488840650,2
952,nurulaminbogra,1234329880,5963114097972034919,Nurul Amin,Klever,1488840650,2
953,,1157810527,-437265170042012670,Ezekiel Nwafor,Klever,1488840650,2
954,,1366873889,5358385901494281508,Networker,Klever,1488840650,2
955,,1380558988,-6781078797811442038,NIPZ NIPZ,Klever,1488840650,2
956,,1254072054,-3349336700472844672,Hadi Nata,Klever,1488840650,2
957,,969343671,-8748346648727226746,Nikita Flutey,Klever,1488840650,2
958,Iam_nora,802539629,3164055372553685341,Nora,Klever,1488840650,2
959,mnimdnayeem,1129433428,8782874171846291001,MD Nayeem,Klever,1488840650,1
960,NULL040,622227326,-3871294400888099820,Cruzer Flavor,Klever,1488840650,1
961,nickomarconi,1074723731,-5230039452535345219,Chidera david,Klever,1488840650,2
962,Nazarbeknnn,722346917,5062594462665482565,.......... ..........,Klever,1488840650,2
963,Kadimel,1164016188,-7290574208946866266,Carl Nfodzo,Klever,1488840650,2
964,,1171396791,882786846033264485,Anh Minh Ngô,Klever,1488840650,2
965,nazrul00000,860168538,3056796706869886856,Nazrul Islam,Klever,1488840650,2
966,nyeinkoko2020,1117458538,5964411367571498818,Nyeinkoko,Klever,1488840650,2
967,,1148285202,1500526121596708113,Ndoma Emmanuel,Klever,1488840650,2
968,,997689449,5694366605356924340,nhloso mbuso,Klever,1488840650,2
969,Sonu722144,1050713403,1456000435536564930,my name is.....,Klever,1488840650,2
970,,958608919,-1768557224360791724,Nirmal Gp,Klever,1488840650,2
971,,732893590,5793478948167818916,Nadeem Iftekhar,Klever,1488840650,2
972,Nandoporrino,370062628,5232709218218771467,Fernando,Klever,1488840650,2
973,akash1896,978454660,-1602532739335217088,No,Klever,1488840650,1
974,Skdjajdjnq,1073539077,-6538482054630316981,Irina Negrieva,Klever,1488840650,2
975,,904410136,-8341690321489544704,Lưu Nguyên,Klever,1488840650,2
976,,996868565,-6267893075647730037,NGOZI 51 Longrich,Klever,1488840650,2
977,Mannazee,854332827,751530202399190725,Naziru Aliyu,Klever,1488840650,2
978,Lilinugraha03,686854656,1615551966881870562,Lili Nugraha,Klever,1488840650,2
979,NadyaZhi,780412998,3067211224133943785,Надежда,Klever,1488840650,2
980,Emperlie,805872287,1623208931845210278,Nicky Smokes😎,Klever,1488840650,2
981,Selva1000,840541195,7577334097896506903,Selvakumaran Nagappan,Klever,1488840650,2
982,,822431979,-6496790517535197696,Krypto NOS,Klever,1488840650,2
983,norzaimee,65763821,-5011188336546597867,Norzaimee Ghazali,Klever,1488840650,2
984,nixon99999,453667081,-5560899788043892167,Nixon99,Klever,1488840650,2
985,navin1shaw,603604988,7181390180586948409,Navin Shaw,Klever,1488840650,2
986,,646328783,-1354270275630886568,Spoorthi Nanda,Klever,1488840650,2
987,SSRgang,814597928,-7239221477178397035,Clinton Nike,Klever,1488840650,2
988,Br746,863902997,3803206040094901526,@B$B$K$H$S$B$N####,Klever,1488840650,2
989,Echlucky,894937919,-7730926218767895456,Ngọc Mai,Klever,1488840650,2
990,Elang0s,1138944133,-1737336523387706928,Nangomso Nomusa Ngubo,Klever,1488840650,2
991,,959615167,5776579223150193791,Nkabzin,Klever,1488840650,2
992,,820478454,-6772166995316518706,Devaraj N,Klever,1488840650,2
993,Igormurme11,543779929,-9032583164104273942,Igor Nakovski,Klever,1488840650,2
994,Alhisyam8,770383708,4346364272336388234,Kang NYIMAK,Klever,1488840650,2
995,Setiadi7,1060718467,-7880209658899712904,Neneng | G12,Klever,1488840650,2
996,leehung82,1092357584,2729709217213843691,Lee Hung (never nhắn tin trước),Klever,1488840650,2
997,,1222160265,-2878718573751266410,Nareen Katene,Klever,1488840650,2
998,,747721193,-1108108280762396966,Global Network,Klever,1488840650,2
999,noameitan287,1210850848,8737831974568916061,Noam Ethan,Klever,1488840650,2
1000,,1217486373,8407088944355475985,Nelson T.A.,Klever,1488840650,2
1001,Anh099,1443150565,1958493863618317085,Ngoc An,Klever,1488840650,2
1002,Nontonwa,776733679,-2341551776761203251,Cedrick,Klever,1488840650,2
1003,,1319447707,-7695087204957365257,Nkwebi,Klever,1488840650,2
1004,,497852746,3475621162617895978,Sha N,Klever,1488840650,2
1005,JuergenNL,341381903,6651152153242714613,Jürgen Noppeney,Klever,1488840650,2
1006,Fran_Negre,130853128,-3918727923863755113,Fran Negre,Klever,1488840650,2
1007,,275706931,-8270167722009166206,Tân Nguyễn,Klever,1488840650,2
1008,daudaovey,291192971,-3350633673373917227,daudaovey (N/STATE),Klever,1488840650,2
1009,choirich,66128149,8035134859467297531,NEO Choi,Klever,1488840650,2
1010,,113891482,2325665576062042616,Navdeep Mehta,Klever,1488840650,2
1011,Nmt612,432262086,3778222636229278015,TTT Nm,Klever,1488840650,2
1012,namm9,95898894,2070353124698080697,نور عادل,Klever,1488840650,2
1013,Jamescherrington,1327132534,-2574870061756806968,Nztrader,Klever,1488840650,2
1014,,860076661,-2732169793236418898,Cvetelina Nencheva,Klever,1488840650,2
1015,ChineseNguyen,1239829032,-5131381062352361262,Chinese Nguyen,Klever,1488840650,2
1016,kingtrong,541809227,991961980579801732,Trọng Rich Land NĐ,Klever,1488840650,2
1017,ivanbulman12,761337873,-8423372318248960732,Ivan Nikilov Shtarbashki,Klever,1488840650,2
1018,investorsnice,1319772551,-1317019528006333164,Investor Nice,Klever,1488840650,2
1019,N12575,286069123,-5944429810090615502,SUNIL SINGH,Klever,1488840650,2
1020,Ninidelly,817111162,-8772860246267686465,Nini Delly,Klever,1488840650,2
1021,bitcoins4u0,1341924125,2955509267033169214,Cr N,Klever,1488840650,2
1022,Nightlovermusicboy,869305770,5352638331380252569,Nightlover (Anambra state),Klever,1488840650,2
1023,,883061657,-7440022679515969475,Nooruddin Kaizer,Klever,1488840650,2
1024,anthony309,146967724,1932347930069910483,Anthony Ng,Klever,1488840650,2
1025,,1185027777,417836409739207813,Nwibo Innocent,Klever,1488840650,2
1026,,1201615296,-7297421244655216632,Millan Martin,Klever,1488840650,2
1027,Mixxxxxi,1385608408,-8685087730841321396,Mike,Klever,1488840650,2
1028,,1498503201,-1888001007635160088,Millan Jose,Klever,1488840650,2
1029,,1088632320,-2375867611416547458,Mathijs Bok,Klever,1488840650,2
1030,Alimranfarabi,629099667,563134942694377727,Its Me,Klever,1488840650,2
1031,blockchainmaker,771853311,9033551416000896178,Blockchain Maker,Klever,1488840650,2
1032,LeahcimJon,452490917,697690036308470922,Michael,Klever,1488840650,2
1033,,769978881,-1553999556339921674,muhammad haikal,Klever,1488840650,2
1034,Mjoe007,839976662,-9163629330482870644,Joseph Akpothu,Klever,1488840650,2
1035,mamuzs,1117722862,-8408807296033680671,MariA,Klever,1488840650,2
1036,,817263584,8243006785510478326,MOHAMMAD Mastan,Klever,1488840650,2
1037,Dj109109,897310692,-2889420554067174667,Money Maker,Klever,1488840650,2
1038,MamiCan14,1028007229,-6571678793655354664,MamiCan,Klever,1488840650,2
1039,Maannee,1111847947,1923442442206811913,Mary Ann,Klever,1488840650,2
1040,mariahau,1335684889,4969265772935026984,Maria Eugenia,Klever,1488840650,2
1041,,1341664841,3526269378193914485,Mercy Ene,Klever,1488840650,2
1042,carena37,1305451015,-2077288689785896833,🇨🇦Caren Melad,Klever,1488840650,2
1043,,1311498957,5537423030630146547,Abdulrahman Mustapha,Klever,1488840650,2
1044,,1311986489,7073626639826706343,Mena Ben,Klever,1488840650,2
1045,Castilloseq,1326237838,5522484069656254877,Manuel Castillo 🇳🇮,Klever,1488840650,2
1046,Myolay66,1334494265,-3138323158619193911,Myo Lay,Klever,1488840650,2
1047,ana_maria9,1334616773,-1180863759819301584,Ana Maria,Klever,1488840650,2
1048,,974013367,-2963716182063926391,Anna May,Klever,1488840650,2
1049,,1047461191,-64275441767491138,Moon,Klever,1488840650,2
1050,MichGlow,1212750397,5490707529573318357,IFEANYICHUKWU MICHELLE,Klever,1488840650,2
1051,,1243386252,-6353259351089230933,Ajeh Miles,Klever,1488840650,2
